area_ping,floor,has_elevator,building_age,condition,difficulty_multiplier,cost_demolition,cost_plumbing,cost_electrical,cost_carpentry,cost_flooring,cost_painting,cost_bathroom,cost_kitchen,trade_subtotal,supervision_fee,grand_total,monthly_rent,net_yield,payback_months
12.2,12,True,46,severe,1.25,9342,20154,31226,51602,46134,39425,32580,30055,260518,26052,286570,9400,0.3365,35.7
49.7,3,False,47,poor,1.2,34400,88106,135942,160019,219307,179590,116144,115036,1048545,104854,1153399,45300,0.403,29.8
26.1,12,False,15,normal,1.45,27256,43692,84051,104199,164974,150977,82561,80434,738144,73814,811959,23900,0.302,39.7
21.2,8,True,49,poor,1.2,15404,32426,57755,96672,100849,54250,55721,50731,463808,46381,510188,21600,0.4344,27.6
46.2,11,True,14,normal,1.0,27162,53800,107873,133679,158167,126789,94865,81278,783613,78361,861974,42500,0.5059,23.7
21.9,8,False,31,aging,1.4,18434,43198,71054,91831,97432,67734,84444,66079,540205,54020,594225,19400,0.335,35.8
28.2,10,True,7,normal,1.0,18563,32743,68712,88605,110086,100852,68718,59705,547984,54798,602783,30800,0.5242,22.9
15.2,10,True,27,severe,1.15,9985,17215,30409,56155,66430,45340,29085,45291,299909,29991,329900,11200,0.3483,34.5
43.2,13,False,54,severe,1.5,43112,80926,146074,219965,188456,174781,151655,166981,1171950,117195,1289145,42500,0.3382,35.5
19.0,3,True,47,normal,1.1,13463,26329,57655,54310,62313,57404,44367,50125,365965,36597,402562,14400,0.367,32.7
12.8,15,True,31,normal,1.1,12016,16273,36311,51865,43753,51372,31288,33472,276351,27635,303986,10700,0.3611,33.2
33.6,13,True,37,severe,1.25,35358,52974,105568,166057,160249,134430,111435,116249,882320,88232,970552,28300,0.2992,40.1
16.9,14,False,52,severe,1.5,19335,34979,63949,92076,97166,89790,47312,52299,496905,49690,546595,13800,0.259,46.3
26.7,7,True,15,aging,1.05,16435,40773,77839,105629,105945,79908,78233,67061,571823,57182,629006,21100,0.3442,34.9
43.9,15,True,24,aging,1.05,25038,49818,104111,127213,120395,82155,109067,94408,712205,71221,783426,37100,0.4859,24.7
37.9,1,True,29,aging,1.05,27156,40746,85808,125590,116863,78635,80760,84161,639720,63972,703692,41100,0.5992,20.0
47.2,14,True,45,normal,1.1,29177,66241,129054,182911,177348,161371,112129,116700,974930,97493,1072423,50800,0.486,24.7
37.4,11,True,14,aging,1.05,21250,51836,99336,154055,149586,140416,86658,102100,805236,80524,885760,31800,0.3683,32.6
34.1,3,True,34,normal,1.1,28719,40135,63706,102331,155532,111544,74268,82683,658918,65892,724810,35900,0.5082,23.6
23.6,15,False,30,poor,1.5,26112,43340,63312,112589,121741,99611,74389,73685,614778,61478,676256,28400,0.4309,27.9
36.9,12,False,48,normal,1.5,33563,73316,137777,168026,218654,182106,170932,118028,1102403,110240,1212643,41000,0.3469,34.6
45.9,4,False,42,aging,1.2,39273,68997,119664,183073,163518,164671,117060,139062,995318,99532,1094850,51800,0.4854,24.7
16.5,14,False,49,normal,1.5,20938,32825,67890,93670,93238,82324,53847,59243,503976,50398,554373,13500,0.2498,48.0
48.9,3,False,54,normal,1.1,37273,72734,129948,129224,176573,189584,130354,95703,961394,96139,1057533,53100,0.5152,23.3
27.4,13,True,39,poor,1.2,17377,40567,75375,98749,99232,94755,66020,59530,551605,55160,606765,32200,0.5445,22.0
14.9,1,False,11,poor,1.1,12606,19217,34689,43990,62521,48918,42865,39916,304721,30472,335193,13500,0.4132,29.0
33.7,4,False,41,aging,1.2,23890,44690,93169,119113,127495,151140,81319,104950,745765,74577,820342,37400,0.4678,25.7
18.6,4,False,38,normal,1.15,13143,19226,42913,73682,77942,50333,42768,38558,358565,35856,394421,14000,0.3642,33.0
48.6,13,False,16,aging,1.5,46664,78242,187178,231862,255457,198439,144306,177605,1319752,131975,1451727,50700,0.3583,33.5
41.6,4,False,37,aging,1.2,37150,72307,109448,164934,168205,166305,93285,130066,941700,94170,1035870,42500,0.421,28.5
29.5,14,True,44,aging,1.15,21463,41326,71811,86643,104840,99381,60363,63889,549716,54972,604687,25100,0.4259,28.2
32.1,12,True,22,poor,1.1,21075,42159,79933,88280,124908,103451,93197,61022,614025,61403,675428,30200,0.4587,26.2
37.8,10,False,43,aging,1.5,36390,70372,151773,163901,208253,142019,146791,134532,1054031,105403,1159435,33700,0.2982,40.2
13.4,12,True,21,poor,1.1,8094,15785,29392,42901,57174,45608,27772,37643,264369,26437,290806,12100,0.4269,28.1
40.0,13,False,8,normal,1.5,46480,86819,148482,212604,270267,223355,145318,158054,1291379,129138,1420517,44500,0.3214,37.3
20.6,6,True,4,normal,1.0,14596,23991,40311,77890,65809,62509,44559,46320,375986,37599,413585,20200,0.5011,23.9
41.9,10,False,33,severe,1.5,43752,67245,125027,199884,219847,208862,149787,116672,1131076,113108,1244183,40400,0.3332,36.0
39.6,3,False,21,aging,1.05,24673,58295,77676,158319,161135,116543,80224,90369,767234,76723,843958,38000,0.462,26.0
12.5,3,True,43,normal,1.1,10911,15174,31378,55662,45882,35071,38435,37333,269845,26985,296830,12300,0.4252,28.2
24.2,5,False,17,normal,1.1,16847,28213,59192,88719,114090,65917,60461,57871,491311,49131,540442,25400,0.4822,24.9
39.4,14,True,36,poor,1.2,35522,57166,95339,123818,135923,144744,108286,92708,793506,79351,872857,36200,0.4255,28.2
21.5,12,False,54,normal,1.5,22503,42274,65949,105662,185494,85900,73407,63453,644643,64464,709107,19000,0.2749,43.7
46.8,1,False,17,severe,1.15,34543,70291,138477,168566,223429,164543,123217,109618,1032684,103268,1135952,44300,0.4001,30.0
16.0,4,False,51,severe,1.3,16120,23000,48822,76578,80296,52557,42548,44065,383985,38399,422384,15700,0.3814,31.5
27.1,15,True,5,aging,1.05,20762,31213,70510,107980,134016,86641,78004,54042,583167,58317,641484,25900,0.4142,29.0
27.7,10,False,30,normal,1.35,24425,53139,77435,130642,87503,112826,86860,93348,666178,66618,732796,30100,0.4214,28.5
18.5,13,True,6,normal,1.0,10170,27521,39234,45576,83287,55836,36929,34877,333430,33343,366773,15200,0.4252,28.2
46.5,4,False,41,normal,1.15,35567,62311,96244,182569,189645,149355,113223,110502,939415,93942,1033357,38100,0.3783,31.7
40.1,3,False,28,poor,1.1,31082,46024,114727,126206,125527,126690,88739,100719,759714,75971,835686,42000,0.5156,23.3
44.9,10,True,52,aging,1.15,29192,64126,115970,155322,184699,133253,114260,97404,894226,89423,983648,40400,0.4214,28.5
22.9,14,False,16,poor,1.5,20783,46846,72805,105712,105959,109911,83729,89786,635530,63553,699083,19000,0.2789,43.0
33.4,3,False,14,poor,1.1,22663,47894,101968,114379,140764,94898,92450,98235,713250,71325,784575,25800,0.3374,35.6
42.7,1,False,23,poor,1.1,29015,77577,98660,131159,230080,130630,114616,114511,926249,92625,1018874,49600,0.4995,24.0
16.6,14,False,24,normal,1.5,18744,26071,55608,87380,85686,59860,64041,54425,451814,45181,496996,20100,0.4149,28.9
19.5,10,False,9,normal,1.35,23663,34331,70778,113907,99130,88887,60655,65214,556566,55657,612222,19300,0.3234,37.1
25.0,12,True,34,severe,1.25,16662,36910,71038,104007,94405,87454,62364,59689,532530,53253,585783,23500,0.4116,29.2
39.1,7,True,18,severe,1.15,26783,63982,97471,152342,149302,111774,106194,112902,820751,82075,902826,37400,0.425,28.2
13.7,9,False,24,normal,1.3,10610,24414,40824,54145,72853,41464,33772,37114,315195,31520,346715,11900,0.3521,34.1
36.1,8,True,34,aging,1.15,28189,59159,95017,105700,131239,140259,84020,76706,720289,72029,792318,31600,0.4092,29.3
49.7,10,True,14,poor,1.1,33364,81791,111923,196509,154533,164970,119109,105538,967736,96774,1064510,56000,0.5397,22.2
35.4,7,True,39,normal,1.1,24369,47819,94342,153380,142835,129352,88384,107056,787536,78754,866290,33200,0.3932,30.5
13.1,7,True,24,poor,1.1,8895,17725,33882,38096,44355,31756,31763,32990,239462,23946,263408,13300,0.518,23.2
48.7,8,True,47,poor,1.2,36852,57242,120123,182392,253618,152800,125186,131118,1059331,105933,1165264,50500,0.4446,27.0
31.9,2,False,41,normal,1.1,22817,40530,90649,102231,105208,97034,81465,72986,612919,61292,674211,32300,0.4915,24.4
22.1,4,True,20,aging,1.05,15691,34303,68638,67230,94333,60273,52060,53788,446317,44632,490948,19200,0.4012,29.9
43.4,1,True,54,aging,1.15,25060,53149,114441,170410,236889,134949,109237,92093,936228,93623,1029851,43000,0.4284,28.0
31.1,13,False,52,poor,1.5,29364,44984,113205,127952,184157,151545,119489,106463,877159,87716,964875,28800,0.3062,39.2
27.1,9,True,31,aging,1.15,20893,48023,73082,97129,125599,95926,79219,66991,606862,60686,667548,25200,0.3873,31.0
30.1,6,False,53,aging,1.3,22169,49499,90941,104494,110912,104059,83871,80444,646389,64639,711028,32700,0.4719,25.4
36.0,13,True,40,normal,1.1,25529,51494,91759,108587,190834,120271,81947,106028,776449,77645,854093,32800,0.394,30.5
33.1,1,True,10,normal,1.0,16515,48562,82774,98074,103563,97456,73861,66843,587649,58765,646414,29700,0.4714,25.5
12.1,6,True,18,aging,1.05,7435,13233,27224,34014,46157,52043,28022,25225,233355,23335,256690,13200,0.5276,22.7
38.9,10,True,19,normal,1.0,20637,52344,75495,116061,145672,110582,85562,85785,692138,69214,761352,34600,0.4663,25.7
35.1,15,False,25,poor,1.5,33690,71668,124857,157008,205469,168626,115684,100953,977954,97795,1075749,33000,0.3147,38.1
43.7,9,True,16,normal,1.0,28148,58678,92831,138895,122799,136544,95969,89643,763506,76351,839857,38700,0.4728,25.4
33.5,9,False,52,poor,1.5,32785,53208,96769,149755,138356,126929,89749,96636,784186,78419,862605,23700,0.2819,42.6
13.9,7,True,48,severe,1.25,11873,23806,40916,49282,62699,51824,39097,42181,321678,32168,353846,9000,0.261,46.0
24.7,10,True,51,normal,1.1,19405,31245,69578,81722,84789,66791,59433,62747,475710,47571,523281,21300,0.4176,28.7
25.4,4,False,36,normal,1.15,18706,40425,74065,95922,75710,85761,74099,58434,523121,52312,575433,21500,0.3833,31.3
17.7,7,False,30,aging,1.25,15674,30947,51879,82888,70213,61156,53737,54979,421473,42147,463621,15500,0.343,35.0
35.7,5,False,43,severe,1.35,31068,63571,129443,161720,178420,171302,111114,94089,940727,94073,1034799,34800,0.345,34.8
45.5,13,True,51,normal,1.1,32519,61478,129112,150452,168824,140423,98189,143849,924846,92485,1017331,41700,0.4206,28.5
32.3,12,True,27,poor,1.1,18078,43216,96521,121677,102813,87956,82016,78898,631174,63117,694292,30800,0.4552,26.4
42.4,11,True,28,aging,1.05,33978,52992,102298,120834,111588,115900,87135,63863,688587,68859,757446,52500,0.7111,16.9
22.4,6,True,53,aging,1.15,25730,32157,59556,75666,104555,93693,69264,59101,519722,51972,571694,21600,0.3876,31.0
28.0,1,False,36,poor,1.2,24295,43554,96327,142259,103258,105220,97573,81580,694066,69407,763472,24900,0.3346,35.9
29.8,10,True,28,normal,1.0,17672,35627,67393,76222,88872,81856,57311,48047,473000,47300,520300,31800,0.6271,19.1
25.2,10,True,23,aging,1.05,15195,28668,59067,82680,77798,60394,47975,57428,429206,42921,472126,22700,0.4933,24.3
17.4,7,True,46,normal,1.1,9639,24618,45235,73203,76583,56494,44044,49810,379626,37963,417589,17100,0.4201,28.6
29.1,8,False,26,normal,1.25,22800,31894,72351,126700,108830,82654,78808,71590,595627,59563,655190,26300,0.4118,29.1
31.8,13,False,50,normal,1.5,40021,59229,122135,181785,221849,131091,115210,116212,987532,98753,1086285,35500,0.3353,35.8
35.1,12,True,43,aging,1.15,26799,57772,110404,171966,147405,118410,107394,68235,808385,80839,889224,40400,0.4661,25.7
28.6,8,False,51,normal,1.35,31241,48450,92827,157386,143449,104592,83208,84217,745368,74537,819905,23200,0.2903,41.3
20.5,8,True,53,poor,1.2,21836,31102,64646,93887,61657,89756,57997,52397,473277,47328,520605,20100,0.3961,30.3
13.6,9,False,39,normal,1.4,14683,28292,46936,58992,76804,65876,44793,45518,381894,38189,420083,9900,0.2418,49.6
34.0,3,False,19,aging,1.05,18989,48207,89457,115681,102573,111056,79134,60439,625536,62554,688090,29400,0.4384,27.4
35.4,12,True,9,normal,1.0,20584,45695,77440,135044,134482,107709,75777,82114,678845,67885,746730,36300,0.4988,24.1
35.7,6,True,10,normal,1.0,24577,44008,91924,124388,151906,138665,68114,75554,719137,71914,791050,33800,0.4384,27.4
36.1,10,True,17,normal,1.0,29810,47446,99503,109473,164077,86067,74655,79108,690138,69014,759152,35900,0.4852,24.7
31.3,6,False,46,normal,1.25,21777,50840,83834,113525,131265,105921,86732,80678,674571,67457,742029,31500,0.4355,27.6
45.5,1,False,32,normal,1.1,41110,58423,99751,164531,166720,223198,110263,95250,959245,95924,1055169,44800,0.4356,27.5
28.2,13,True,11,normal,1.0,21027,43475,65319,106322,108382,79533,53171,64097,541326,54133,595459,27400,0.4721,25.4
35.7,10,False,41,aging,1.5,34481,49543,88960,168071,170037,181379,114362,105128,911961,91196,1003157,32100,0.3283,36.6
22.4,8,True,52,poor,1.2,18686,32095,65361,103913,99708,103039,73432,67840,564074,56407,620481,17200,0.2844,42.2
34.0,13,True,3,poor,1.1,22468,37995,78466,108932,158896,122761,78088,70676,678283,67828,746111,32300,0.4442,27.0
48.6,12,True,20,normal,1.0,32687,65459,120714,194245,169072,182475,139177,100954,1004785,100478,1105263,42300,0.3927,30.6
15.7,9,False,20,normal,1.3,15241,28668,49830,63466,61096,57813,48288,42296,366697,36670,403367,16000,0.407,29.5
31.1,13,False,39,aging,1.5,35969,45227,97883,144018,147978,139844,90727,74103,775748,77575,853323,26800,0.3222,37.2
32.9,7,True,3,aging,1.05,25759,52446,90523,126199,102959,109917,79800,77446,665048,66505,731553,25300,0.3548,33.8
21.0,1,False,36,aging,1.15,17444,32273,55578,98117,90630,64832,45595,58256,462724,46272,508996,16000,0.3225,37.2
19.6,13,True,4,normal,1.0,13390,26897,45349,59531,62230,48664,36468,42709,335237,33524,368761,18400,0.5119,23.4
28.5,6,True,15,aging,1.05,19764,32227,60400,77826,85998,95326,67997,64053,503592,50359,553951,28600,0.5297,22.7
26.1,8,True,29,aging,1.05,20023,41257,66409,80170,126354,92697,59200,56899,543009,54301,597310,23500,0.4037,29.7
30.3,8,True,29,severe,1.15,28304,39178,74636,105651,148459,91569,92660,92207,672663,67266,739930,26500,0.3675,32.7
48.9,14,True,24,normal,1.0,31982,63934,112468,137938,169474,131904,103294,124222,875216,87522,962737,41900,0.4465,26.9
42.2,11,True,11,aging,1.05,27689,49361,103143,165449,138745,105497,89524,70511,749919,74992,824911,32800,0.408,29.4
15.8,4,False,15,normal,1.05,12288,20617,39680,66126,58617,43166,37670,37172,315336,31534,346870,13600,0.4023,29.8
24.6,7,True,39,aging,1.15,17689,35087,70581,113466,108390,72275,73568,64062,555118,55512,610630,24500,0.4117,29.2
44.9,3,False,33,severe,1.25,39591,57920,122991,176617,176875,151379,123633,90884,939892,93989,1033881,43800,0.4347,27.6
31.8,5,False,7,normal,1.1,24623,39700,71409,108985,116132,87051,72925,72825,593648,59365,653013,26200,0.4116,29.2
44.7,3,False,15,aging,1.05,38901,58322,116451,141458,192348,141800,102253,101188,892722,89272,981995,43900,0.4587,26.2
47.9,4,False,11,poor,1.15,31686,66990,157654,166554,145980,147877,129482,162988,1009211,100921,1110132,48300,0.4464,26.9
46.0,7,True,21,normal,1.0,34557,54608,120229,160797,165034,119245,87609,89542,831620,83162,914782,42500,0.4767,25.2
17.2,4,False,44,poor,1.25,14197,28425,57083,73270,66518,71940,53359,50964,415757,41576,457332,18700,0.4195,28.6
16.8,15,True,15,normal,1.0,9403,23748,40078,55648,59141,48892,35077,29977,301965,30196,332161,16900,0.522,23.0
40.1,10,False,42,normal,1.45,27543,57570,108785,174251,170953,148106,104689,90813,882711,88271,970982,37000,0.391,30.7
23.6,9,True,49,aging,1.15,17962,39626,65073,77115,88682,69281,55913,47198,460850,46085,506935,21000,0.425,28.2
44.7,1,False,48,poor,1.2,36017,72720,109223,160627,207538,151899,121217,126404,985645,98564,1084209,40800,0.3861,31.1
15.5,14,True,7,normal,1.0,10953,20603,36682,63126,59322,49267,38931,34673,313557,31356,344913,14000,0.4165,28.8
37.8,5,False,30,aging,1.15,23857,47029,80977,116900,119581,94639,97849,71299,652131,65213,717344,30500,0.4362,27.5
27.2,1,False,7,aging,1.05,21572,36660,75576,100699,125963,103544,65292,58583,587889,58789,646678,29300,0.4649,25.8
16.1,8,True,24,severe,1.15,11353,22771,34685,60287,47444,45676,38984,37134,298334,29833,328167,16300,0.5096,23.5
17.5,7,False,18,aging,1.25,12125,21239,47985,58153,60985,82145,51171,50369,384172,38417,422590,19500,0.4734,25.3
30.4,10,True,52,poor,1.2,22403,36563,80040,113917,140899,124444,84704,106780,709751,70975,780726,28500,0.3745,32.0
